betas,bmpo,bp,Onsager
0.2,0.0005719518094862558,0.0005718759190459523,0.0
0.23333333333333334,0.0008638914765273436,0.0008634202080051158,0.0
0.26666666666666666,0.00132625708175216,0.001336505774772055,0.0
0.30000000000000004,0.002178905559343103,0.002174545831474921,0.0
0.33333333333333337,0.003854066788615485,0.00387546744360538,0.0
0.3666666666666667,0.008085465691240117,0.008284058963045982,0.0
0.4,0.02295936771176497,0.029597090644599422,0.0
0.43333333333333335,0.07528559174332884,0.6220768666915913,0.0
0.4666666666666667,0.13256659328138934,-0.8430411980030605,0.8412425708832882
0.5,0.1646835207121009,0.9118410208188944,0.911319377877496
0.5333333333333333,0.1875900911552652,-0.9434140210059204,0.9435736022406157
0.5666666666666667,0.2066166516296603,0.962123629577257,0.962027582645824
0.6000000000000001,0.22350947193362558,0.9736677430039766,0.9736086674403005
0.6333333333333333,0.23906775464823657,0.981304205461366,0.9812651931166286
0.6666666666666667,0.25371797073548474,-0.9864724928291377,0.9864996026214945
0.7,0.2677149768318878,0.990181824770201,0.9901625386761564
0.7333333333333334,0.2812176018437835,0.9927839945237028,0.9927699495803408
0.7666666666666666,0.294333721245824,0.9946606339504556,0.9946502443372127
0.8,0.3071361965548184,0.9960277699554027,0.9960199928264506
0.8333333333333333,0.31967695312936784,0.9970317768469307,0.9970259020011376
0.8666666666666667,0.3319914859406506,0.9977739234920376,0.9977694539518424
0.8999999999999999,0.3441072039064119,-0.9983185957718353,0.9983220232735375
0.9333333333333333,0.3560432080391559,0.9987371144830818,0.9987344866058722
0.9666666666666666,0.36781342103619974,-0.9990414771851808,0.9990435086394142
1.0,0.3794277380281156,0.9992773194919791,0.9992757519570612
1.0333333333333334,0.3908935387395204,0.999451967183515,0.9994507520117636
1.0666666666666667,0.4022158674861058,-0.9995819668052403,0.9995829128297293
1.1,0.41339848707714166,-0.9996821757230853,0.9996829115439011
1.1333333333333333,0.4244436435803187,-0.9997581254685879,0.9997586984619985
1.1666666666666667,0.4353530782807604,0.9998166617234611,0.999816216241757
1.2,0.44612764837534596,0.9998602689261838,0.9998599214705941
1.2333333333333332,0.4567678362657085,-0.999892893839413,0.9998931656981125
1.2666666666666666,0.4672738060974101,0.9999186872217012,0.999918475538032
1.3,0.47764547594293855,-0.999937593927344,0.999937759686074
1.3333333333333333,0.4878826059281702,0.9999525917530223,0.9999524626356637
1.3666666666666667,0.49798486520704244,0.9999637801362169,0.9999636792753354
1.4,0.507951878748492,0.9999723194125115,0.9999722406209591
1.4333333333333333,0.5177832559055997,-0.999978716415687,0.9999787781475485
1.4666666666666666,0.5274786230454424,-0.9999837239657516,0.9999837721894512
1.5,0.5370376404332524,0.9999876259901571,0.9999875884375184
